"","target_id","ext_gene","2dpi-0dpi","4dpi-0dpi","7dpi-0dpi","12dpi-0dpi"
"478","ENSDART00000153247","si:ch211-120g10.1",-1,-1,-1,0
"479","ENSDART00000127286","si:ch73-140j24.4",-1,-1,0,0
"480","ENSDART00000044238","zgc:92066",1,1,1,0
"481","ENSDART00000010046","rhpn2",-1,0,-1,-1
"482","ENSDART00000114964","zgc:165573",1,1,1,0
"483","ENSDART00000124876","VSTM2B",-1,-1,-1,0
"484","ENSDART00000130007","GABRA2 (1 of many)",-1,-1,0,0
"485","ENSDART00000151999","ttc27",1,1,1,1
"486","ENSDART00000171777","syt7b",-1,-1,-1,0
"487","ENSDART00000077809","cyp26c1",-1,-1,-1,-1
"488","ENSDART00000079443","GABRA2 (1 of many)",-1,-1,0,0
"489","ENSDART00000059869","adra2a",-1,-1,0,0
"490","ENSDART00000150484","BX465862.4",1,1,0,0
"491","ENSDART00000159601","serpini1",-1,-1,0,0
"492","ENSDART00000100022","H2AFX (1 of many)",-1,-1,0,0
"493","ENSDART00000127506","si:ch73-380n15.2",-1,-1,0,0
"494","ENSDART00000049177","rab6ba",-1,0,1,1
"495","ENSDART00000100415","map3k7cl",1,1,1,1
"496","ENSDART00000158808","cnn3a",1,1,0,-1
"497","ENSDART00000054833","rgs11",-1,-1,-1,0
"498","ENSDART00000090397","kiaa1549la",-1,-1,0,0
"499","ENSDART00000003042","mdkb",-1,-1,-1,-1
"500","ENSDART00000155346","tbc1d24",-1,-1,-1,0
"501","ENSDART00000133109","rps28",1,1,1,0
"502","ENSDART00000154726","MYADM (1 of many)",1,1,1,0
"503","ENSDART00000098082","GJD2 (1 of many)",-1,-1,0,0
"504","ENSDART00000131736","kcnq2a",-1,0,1,1
"505","ENSDART00000053304","si:ch211-114n24.6",1,1,1,0
"506","ENSDART00000025096","larp1b",1,1,1,0
"507","ENSDART00000064789","txn",1,1,1,0
"508","ENSDART00000003066","cyth1a",1,1,1,0
"509","ENSDART00000160242","TYMP",-1,-1,-1,-1
"510","ENSDART00000080808","six3a",-1,-1,0,0
"511","ENSDART00000103586","hdac9b",-1,-1,-1,-1
"512","ENSDART00000117636","dre-mir-21-1",1,1,1,0
"513","ENSDART00000161272","dclk1a",-1,-1,0,-1
"514","ENSDART00000110004","frmpd3",-1,-1,-1,0
"515","ENSDART00000160902","naga",1,0,0,0
"516","ENSDART00000088141","ankrd34bb",1,1,1,1
"517","ENSDART00000145835","tmx3",-1,0,0,0
"518","ENSDART00000022042","scn8aa",-1,-1,0,1
"519","ENSDART00000163616","homer1b",-1,0,0,0
"520","ENSDART00000131579","ptprdb",-1,-1,0,1
"521","ENSDART00000135517","cenpf",1,1,1,0
"522","ENSDART00000003548","znf385a",-1,-1,-1,0
"523","ENSDART00000153514","si:ch211-121j5.4",-1,0,0,0
"524","ENSDART00000151915","ptchd1",-1,-1,0,0
"525","ENSDART00000158213","akap12b",-1,-1,-1,0
"526","ENSDART00000147617","bcl2l1",1,1,1,0
"527","ENSDART00000103646","kcng2",-1,-1,-1,0
"528","ENSDART00000147105","tdh",-1,-1,0,0
"529","ENSDART00000158733","si:dkey-33i11.1",1,1,0,0
"530","ENSDART00000123950","PRIMA1",-1,-1,-1,0
"531","ENSDART00000037848","dpp6b",-1,0,0,0
"532","ENSDART00000153284","tbkbp1",-1,-1,0,0
"533","ENSDART00000153167","hlfb",-1,-1,0,0
"534","ENSDART00000161421","zgc:194627",1,1,0,0
"535","ENSDART00000138866","pbxip1a",-1,-1,-1,-1
"536","ENSDART00000025229","adi1",1,0,0,0
"537","ENSDART00000080339","galm",1,1,0,0
"538","ENSDART00000155853","gprc5ba",-1,-1,-1,0
"539","ENSDART00000004717","igf1",-1,-1,0,0
"540","ENSDART00000161561","ANK1 (1 of many)",-1,-1,0,0
"541","ENSDART00000061926","stx11b.2",1,1,1,0
"542","ENSDART00000088270","yjefn3",-1,-1,-1,0
"543","ENSDART00000154217","tapbpl",-1,-1,0,0
"544","ENSDART00000157428","pik3r3b",-1,-1,0,0
"545","ENSDART00000154148","camk1a",-1,-1,-1,0
"546","ENSDART00000162850","irx3a",-1,0,0,0
"547","ENSDART00000162732",NA,-1,-1,-1,0
"548","ENSDART00000131966","AL929520.1",1,1,0,0
"549","ENSDART00000153828","atp2b3b",-1,-1,-1,0
"550","ENSDART00000144600","bin1a",-1,-1,-1,-1
"551","ENSDART00000043924","mpp6b",-1,-1,0,0
"552","ENSDART00000021950","mthfd1b",1,0,0,0
"553","ENSDART00000136233","TENM3",-1,-1,0,1
"554","ENSDART00000172624","chn1",-1,-1,0,0
"555","ENSDART00000075510","ngb",-1,-1,-1,0
"556","ENSDART00000146564","si:ch211-198c19.3",1,0,0,0
"557","ENSDART00000152641","dnm3a",1,1,1,0
"558","ENSDART00000149993","pygmb",-1,-1,-1,0
"559","ENSDART00000037698","uck2b",1,1,1,1
"560","ENSDART00000056885","CU929046.1",-1,-1,1,1
"561","ENSDART00000171490","PCDH8",-1,-1,0,1
"562","ENSDART00000059550","lrrc51",-1,0,-1,-1
"563","ENSDART00000100639","chrm4a",-1,-1,0,0
"564","ENSDART00000148465","slc1a1",-1,0,1,1
"565","ENSDART00000170854","gphnb",-1,-1,0,0
"566","ENSDART00000112441","tlr7",-1,-1,-1,0
"567","ENSDART00000145983","cdkn1a",1,1,0,0
"568","ENSDART00000168278","si:ch211-276i12.4",-1,0,-1,-1
"569","ENSDART00000055428","cbx7a",1,1,1,0
"570","ENSDART00000018304","mcm3",1,0,0,0
"571","ENSDART00000058605","scpep1",1,0,0,0
"572","ENSDART00000155553","CR931780.1",1,1,0,0
"573","ENSDART00000150201","MRAS (1 of many)",1,1,1,0
"574","ENSDART00000022866","pisd",-1,0,0,0
"575","ENSDART00000124367","si:cabz01074946.1",1,1,0,0
"576","ENSDART00000097935","si:dkey-226m8.10",-1,-1,-1,0
"577","ENSDART00000110383","map7a",-1,-1,-1,0
"578","ENSDART00000155751","nuak1b",1,1,1,1
"579","ENSDART00000046498","sema3fa",-1,-1,-1,0
"580","ENSDART00000156923","plekhd1",-1,-1,-1,-1
"581","ENSDART00000162381","dkk3a",-1,-1,-1,0
"582","ENSDART00000108535","gabrb1",-1,-1,0,0
"583","ENSDART00000113280","FRMD5 (1 of many)",-1,-1,-1,0
"584","ENSDART00000067312","si:dkey-106n21.1",1,0,0,0
"585","ENSDART00000153256","cacna1g",-1,-1,-1,0
"586","ENSDART00000114000","zgc:101663",1,0,0,0
"587","ENSDART00000111656","gpr78a",-1,-1,-1,0
"588","ENSDART00000039312","ipo4",1,1,1,0
"589","ENSDART00000156341","fam117ba",-1,0,0,1
"590","ENSDART00000125759","si:dkey-22o12.2",-1,-1,0,0
"591","ENSDART00000066269","arl4d",-1,-1,-1,0
"592","ENSDART00000125432","esrrd",-1,0,0,0
"593","ENSDART00000155866","zbtb16b",-1,-1,0,0
"594","ENSDART00000154783","BX511311.5",-1,-1,-1,0
"595","ENSDART00000168831","si:ch73-158p21.3",1,1,0,0
"596","ENSDART00000123559","znf521",1,1,1,0
"597","ENSDART00000128786","pyya",1,0,0,0
"598","ENSDART00000102562","ankrd10b",-1,0,0,0
"599","ENSDART00000122407","cdk1",1,1,0,0
"600","ENSDART00000172664","kirrel3l",-1,-1,0,0
"601","ENSDART00000139124","ckba",1,1,1,0
"602","ENSDART00000132175","nadl1.1",1,1,1,1
"603","ENSDART00000022549","atp1b3a",-1,-1,-1,0
"604","ENSDART00000129511","robo2",-1,-1,0,0
"605","ENSDART00000172510","elavl4",1,1,1,1
"606","ENSDART00000151571","ahdc1",-1,-1,0,0
"607","ENSDART00000154573","prob1",1,1,1,1
"608","ENSDART00000100156","agpat4",1,1,1,1
"609","ENSDART00000149283","zgc:112001",-1,-1,0,0
"610","ENSDART00000153730","CU856222.1",-1,-1,0,0
"611","ENSDART00000101204","alcamb",1,1,1,1
"612","ENSDART00000112243","crlf1a",1,1,0,0
"613","ENSDART00000111301","luzp2",-1,-1,0,0
"614","ENSDART00000170680","ptprdb",-1,-1,0,1
"615","ENSDART00000165058","rims2a",-1,-1,0,0
"616","ENSDART00000075499","si:dkey-283b1.7",-1,0,-1,-1
"617","ENSDART00000097176","CABZ01090749.1",1,1,1,0
"618","ENSDART00000170453","slc20a1b",-1,0,0,0
"619","ENSDART00000146055","ptchd4",-1,-1,0,0
"620","ENSDART00000024662","plppr3a",1,1,1,1
"621","ENSDART00000163867","gnb1b",-1,0,0,0
"622","ENSDART00000145065",NA,1,0,1,1
"623","ENSDART00000168038","edil3a",-1,-1,0,0
"624","ENSDART00000139392","rras",1,1,1,0
"625","ENSDART00000082745","EMB",-1,-1,0,0
"626","ENSDART00000151685","lhfpl4a",-1,-1,0,0
"627","ENSDART00000155864","CU929070.1",1,1,1,0
"628","ENSDART00000166209","wu:fb44b02",1,1,0,0
"629","ENSDART00000102782","gria2a",-1,-1,0,0
"630","ENSDART00000128839","fez1",-1,-1,0,0
"631","ENSDART00000018261","akr1b1",1,1,1,0
"632","ENSDART00000169040","si:ch211-235e9.8",-1,-1,0,0
"633","ENSDART00000106166","rx1",-1,0,0,0
"634","ENSDART00000114660","opn8b",-1,-1,-1,0
"635","ENSDART00000137325","mvp",1,1,1,0
"636","ENSDART00000032290","esyt1a",1,0,0,0
"637","ENSDART00000139608","upf3a",-1,-1,-1,0
"638","ENSDART00000153673","kcnb1",-1,-1,-1,0
"639","ENSDART00000039399","cavin2a",-1,-1,-1,-1
"640","ENSDART00000165993","f3a",1,1,1,0
"641","ENSDART00000110935","si:ch1073-59l16.1",1,0,0,0
"642","ENSDART00000111146","si:ch211-26b3.4",-1,-1,0,0
"643","ENSDART00000103980","crip2",-1,-1,-1,0
"644","ENSDART00000100458","si:dkey-73n10.1",1,0,0,0
"645","ENSDART00000155229","rxfp3.3b",-1,-1,-1,0
"646","ENSDART00000171306","stxbp1a",-1,-1,0,0
"647","ENSDART00000056810","drd1b",-1,-1,-1,0
"648","ENSDART00000087148","cbln4",-1,-1,0,0
"649","ENSDART00000136779","entpd5b",1,1,0,0
"650","ENSDART00000131478","kcnab1a",-1,0,-1,0
"651","ENSDART00000130573","atp6ap1la",-1,0,0,0
"652","ENSDART00000161567","KCNT1 (1 of many)",-1,-1,0,0
"653","ENSDART00000159087","drd2b",-1,-1,-1,0
"654","ENSDART00000040456","cdc42bpab",-1,0,0,0
"655","ENSDART00000099528","spry4",-1,-1,-1,-1
"656","ENSDART00000110064","plaua",1,1,1,0
"657","ENSDART00000060765","nppb",1,1,0,0
"658","ENSDART00000168610","si:ch211-283g2.2",1,1,1,0
"659","ENSDART00000098840","ralgps1",-1,-1,0,0
"660","ENSDART00000156741","BX663503.2",-1,-1,-1,0
"661","ENSDART00000087311","oca2",1,1,0,0
"662","ENSDART00000051182","arhgap4b",-1,-1,0,0
"663","ENSDART00000073846","si:ch211-122f10.4",1,0,0,0
"664","ENSDART00000134722","bcl2l13",-1,-1,0,0
"665","ENSDART00000156965","osbpl5",-1,0,1,1
"666","ENSDART00000122099","dynll2a",-1,0,0,0
"667","ENSDART00000031546","chrna6",-1,-1,0,1
"668","ENSDART00000145916","lingo4a",-1,-1,-1,-1
"669","ENSDART00000133099","zgc:123105",-1,-1,-1,0
"670","ENSDART00000111571","rap1gap2b",-1,-1,-1,0
"671","ENSDART00000166308","cib2",-1,-1,-1,0
"672","ENSDART00000042683","cadpsb",-1,-1,0,1
"673","ENSDART00000064700","fuca2",1,0,0,0
"674","ENSDART00000043857","irx5a",-1,-1,0,0
"675","ENSDART00000034790","pcp4l1",-1,-1,0,0
"676","ENSDART00000159165","b3galt2",-1,-1,-1,-1
"677","ENSDART00000136255","otofa",-1,-1,-1,0
"678","ENSDART00000142837","enpp5",-1,-1,-1,0
"679","ENSDART00000134307","dclk1a",-1,0,0,0
"680","ENSDART00000100290","napbb",-1,-1,-1,0
"681","ENSDART00000124582","napbb",-1,-1,-1,0
"682","ENSDART00000159769","pam",-1,-1,-1,0
"683","ENSDART00000154801","itgae.2",1,1,0,0
"684","ENSDART00000153824","napba",-1,0,0,0
"685","ENSDART00000151648","ntng2b",-1,-1,0,0
"686","ENSDART00000155844","nr1d4b",1,0,0,0
"687","ENSDART00000091729","mlc1",-1,-1,-1,-1
"688","ENSDART00000160652","iqsec3a",-1,-1,-1,0
"689","ENSDART00000084803","asic2",-1,-1,0,0
"690","ENSDART00000169746","ampd2a",-1,-1,-1,0
"691","ENSDART00000163668","si:ch1073-392o20.2",1,1,0,0
"692","ENSDART00000099849","arntl2",1,1,1,1
"693","ENSDART00000075278","atp1b4",-1,0,0,0
"694","ENSDART00000014843","bdnf",-1,-1,-1,-1
"695","ENSDART00000143911","si:dkey-105e17.1",-1,-1,0,0
"696","ENSDART00000097685","LINGO3 (1 of many)",-1,-1,0,0
"697","ENSDART00000137214","gpm6bb",-1,-1,-1,0
"698","ENSDART00000062874","atp1b3b",-1,-1,0,0
"699","ENSDART00000104950","atp1a3a",-1,-1,0,0
"700","ENSDART00000138139","zgc:153157",-1,-1,0,0
"701","ENSDART00000139178","slc25a14",-1,0,0,0
"702","ENSDART00000143846","si:ch211-198c19.3",1,0,0,0
"703","ENSDART00000105477","lrrtm2",-1,-1,-1,0
"704","ENSDART00000088178","nrxn1a",-1,-1,0,0
"705","ENSDART00000091472","kcnv2b",-1,-1,0,0
"706","ENSDART00000156418","itpk1b",-1,-1,0,0
"707","ENSDART00000065361","etv5b",-1,0,0,0
"708","ENSDART00000060625","lgi3",-1,-1,0,0
"709","ENSDART00000148055","si:ch211-67e16.11",-1,-1,0,0
"710","ENSDART00000085743","AL935194.1",-1,-1,0,0
"711","ENSDART00000130604","ssuh2.4",1,0,0,0
"712","ENSDART00000039571","camk2a",-1,-1,-1,0
"713","ENSDART00000153377","eef1db",1,1,1,1
"714","ENSDART00000058736","grm4",-1,-1,-1,0
"715","ENSDART00000146120","luzp2",-1,-1,0,0
"716","ENSDART00000090844","zgc:153018",-1,0,0,0
"717","ENSDART00000088653","prss12",-1,0,0,0
"718","ENSDART00000104828","gtpbp2b",-1,-1,-1,0
"719","ENSDART00000081832","ptpdc1b",1,1,1,1
"720","ENSDART00000110547","ANKRD34A",-1,-1,-1,0
"721","ENSDART00000109552","baz2ba",1,1,1,0
"722","ENSDART00000023038","dacha",-1,-1,0,0
"723","ENSDART00000164207","impdh2",1,1,1,1
"724","ENSDART00000110866","cln5",1,0,0,0
"725","ENSDART00000166755","tril",1,1,0,0
"726","ENSDART00000109537","snphb",-1,-1,-1,0
"727","ENSDART00000169209","ptrh1",1,1,1,0
"728","ENSDART00000008711","gys1",-1,-1,0,0
"729","ENSDART00000040537","gjd1a",-1,0,0,0
"730","ENSDART00000055171","grapa",1,1,1,1
"731","ENSDART00000058877","rap2ab",-1,-1,0,0
"732","ENSDART00000159372","eif3ha",1,1,1,0
"733","ENSDART00000163519","CABZ01050166.1",-1,-1,0,0
"734","ENSDART00000103043","nsfa",-1,-1,-1,0
"735","ENSDART00000145330","apoc1",1,0,0,0
"736","ENSDART00000137505","vamp1",-1,-1,-1,0
"737","ENSDART00000152680","pyyb",1,1,1,1
"738","ENSDART00000129924","hmgb3a",-1,-1,0,0
"739","ENSDART00000018501","opn4.1",-1,0,-1,0
"740","ENSDART00000125536","appb",-1,-1,0,0
"741","ENSDART00000060356","dgkh",-1,-1,-1,0
"742","ENSDART00000109252","nudt5",1,1,1,0
"743","ENSDART00000128705","ndrg3a",-1,0,1,1
"744","ENSDART00000009569","slc12a5b",-1,-1,-1,0
"745","ENSDART00000148582","smpd1",1,0,0,0
"746","ENSDART00000157769","pcdh1gc5",-1,0,0,0
"747","ENSDART00000081343","plk1",1,1,1,0
"748","ENSDART00000151698","syt3",-1,-1,0,0
"749","ENSDART00000167506","scg2a",-1,-1,0,-1
"750","ENSDART00000159163","c2cd2l",-1,-1,-1,0
"751","ENSDART00000007584","snap25a",-1,-1,0,0
"752","ENSDART00000033362","gatad2b",-1,-1,0,0
"753","ENSDART00000148766","dpf2",1,1,0,0
"754","ENSDART00000159034","rsu1",1,1,1,0
"755","ENSDART00000165735","mdm4",1,1,0,1
"756","ENSDART00000085309","dpcd",1,1,1,0
"757","ENSDART00000092182","ppm1la",-1,0,0,0
"758","ENSDART00000088249","hcn4l",-1,-1,0,0
"759","ENSDART00000151805","vamp4",1,0,0,0
"760","ENSDART00000050762","phactr3b",-1,0,0,0
"761","ENSDART00000141188","st3gal3b",1,0,0,0
"762","ENSDART00000153666","AL732567.1",1,1,1,1
"763","ENSDART00000066372","id4",-1,-1,1,1
"764","ENSDART00000124534","mbnl2",-1,0,0,0
"765","ENSDART00000149816","hspb1",-1,0,0,0
"766","ENSDART00000054552","cdh8",-1,-1,0,0
"767","ENSDART00000142088","si:ch211-218c6.8",1,0,0,0
"768","ENSDART00000024194","kif11",1,1,0,0
"769","ENSDART00000141142","mvp",1,1,1,0
"770","ENSDART00000163398","pla2g15",1,1,0,0
"771","ENSDART00000078115","sdhda",-1,0,0,0
"772","ENSDART00000001678","adam8a",1,1,1,0
"773","ENSDART00000115278","cx47.1",-1,-1,-1,0
"774","ENSDART00000044000","plxna3",1,1,1,1
"775","ENSDART00000017153","hps4",1,1,1,0
"776","ENSDART00000171789",NA,1,1,1,0
"777","ENSDART00000167164","MPV17L",-1,-1,0,0
"778","ENSDART00000146424","bin1a",-1,-1,0,0
"779","ENSDART00000158618","cpne4b",-1,-1,0,1
"780","ENSDART00000165903","slmapa",-1,-1,-1,0
"781","ENSDART00000161137","scn1bb",-1,-1,0,1
"782","ENSDART00000143152","cpne5a",-1,-1,0,0
"783","ENSDART00000168002","laptm5",1,0,0,0
"784","ENSDART00000091151","nell2b",-1,-1,-1,0
"785","ENSDART00000010261","pno1",1,1,0,0
"786","ENSDART00000006612","tbr1b",-1,-1,0,1
"787","ENSDART00000169976","CABZ01034529.1",1,1,0,0
"788","ENSDART00000113673","scpp5",1,0,1,0
"789","ENSDART00000157018","stmn3",-1,-1,0,0
"790","ENSDART00000171948","zgc:172282",-1,-1,-1,0
"791","ENSDART00000167748","fbn2b",1,1,1,0
"792","ENSDART00000140436","map2",-1,0,0,0
"793","ENSDART00000111671","mri1",1,1,1,1
"794","ENSDART00000165420","si:dkey-161j23.5",-1,0,0,0
"795","ENSDART00000050445","trim2a",-1,-1,0,0
"796","ENSDART00000111131","elfn1b",-1,-1,0,0
"797","ENSDART00000109432","cercam",1,1,0,0
"798","ENSDART00000160006","Metazoa_SRP",1,1,1,0
"799","ENSDART00000154295","RPS17 (1 of many)",1,1,0,0
"800","ENSDART00000079310","manba",1,0,0,0
"801","ENSDART00000160927","cers1",-1,-1,0,0
"802","ENSDART00000125097","si:dkey-126g1.7",1,0,0,0
"803","ENSDART00000150184","gpatch4",1,1,1,0
"804","ENSDART00000171215","slc6a3",-1,-1,-1,0
"805","ENSDART00000056138","igsf8",-1,-1,0,0
"806","ENSDART00000129058","rheb",-1,-1,-1,0
"807","ENSDART00000063874","vamp4",1,1,0,0
"808","ENSDART00000142489","slco5a1b",-1,-1,0,0
"809","ENSDART00000020311","rpl27",1,1,0,0
"810","ENSDART00000136754","cdh13",-1,-1,0,0
"811","ENSDART00000138621","zgc:153867",1,1,1,1
"812","ENSDART00000083453","slc32a1",-1,-1,-1,0
"813","ENSDART00000159589","rtn4rl1b",-1,0,0,0
"814","ENSDART00000040669","sphkap",-1,-1,0,0
"815","ENSDART00000134819","slc5a6a",1,0,0,-1
"816","ENSDART00000152556","FAM13C",-1,-1,-1,0
"817","ENSDART00000155397","soat2",-1,0,0,0
"818","ENSDART00000043678","apobec2b",1,0,0,0
"819","ENSDART00000052104","fuca1.1",1,1,1,0
"820","ENSDART00000101134","khdrbs2",-1,-1,0,0
"821","ENSDART00000109416","smc2",1,1,1,0
"822","ENSDART00000115365","rassf10a",-1,-1,0,0
"823","ENSDART00000102981","col8a1a",1,0,0,0
"824","ENSDART00000168885","nrg1",-1,-1,0,0
"825","ENSDART00000064113","abt1",1,1,1,0
"826","ENSDART00000074685","glrbb",-1,-1,-1,0
"827","ENSDART00000067066","parp6b",-1,0,1,1
"828","ENSDART00000168727","zgc:64065",1,0,0,0
"829","ENSDART00000108959","RNF208",-1,-1,0,0
"830","ENSDART00000024309","rb1",1,1,1,0
"831","ENSDART00000077418","ctsba",1,1,1,0
"832","ENSDART00000112646","CNNM1",-1,-1,-1,0
"833","ENSDART00000080829","hspa14",1,1,1,0
"834","ENSDART00000033479","si:ch211-129c21.1",1,1,1,1
"835","ENSDART00000085573","rgs7bpa",-1,-1,0,0
"836","ENSDART00000170755","slc30a8",1,0,0,0
"837","ENSDART00000115027","tmem151bb",-1,-1,0,0
"838","ENSDART00000006474","glra4b",-1,-1,0,1
"839","ENSDART00000033494","klf6a",1,1,1,0
"840","ENSDART00000055134","ogfr",-1,-1,0,0
"841","ENSDART00000009777","glra3",-1,-1,-1,0
"842","ENSDART00000112127","dnase2b",1,1,0,0
"843","ENSDART00000163677",NA,-1,0,0,0
"844","ENSDART00000143291","RPL41",1,1,0,0
"845","ENSDART00000056721","ldhd",-1,-1,-1,0
"846","ENSDART00000124827","lgi2a",-1,-1,0,0
"847","ENSDART00000148163","frmd4bb",1,1,1,0
"848","ENSDART00000009241","rpl35",1,1,1,0
"849","ENSDART00000157195","ncam2",-1,-1,-1,0
"850","ENSDART00000173109","nrtn",-1,-1,-1,0
"851","ENSDART00000062576","thyn1",1,1,1,0
"852","ENSDART00000026152","asap2a",-1,0,0,0
"853","ENSDART00000134261","dnm1b",-1,-1,0,1
"854","ENSDART00000101124","rnaseka",1,0,0,0
"855","ENSDART00000084771","pde9a",1,1,1,1
"856","ENSDART00000044328","acss1",1,1,0,0
"857","ENSDART00000137973","grna",1,1,0,0
"858","ENSDART00000089033","lingo3a",-1,-1,-1,0
"859","ENSDART00000121460","prdm8b",-1,-1,0,0
"860","ENSDART00000139475","samd10b",-1,-1,0,0
"861","ENSDART00000154809","CU467861.1",1,0,0,0
"862","ENSDART00000011863","hdlbpa",1,1,0,0
"863","ENSDART00000128959","zgc:113223",-1,0,0,0
"864","ENSDART00000173436","si:dkey-280e21.3",1,1,1,1
"865","ENSDART00000087586","c2cd4a",-1,-1,0,0
"866","ENSDART00000026174","dgkh",-1,-1,-1,0
"867","ENSDART00000063357","ccnb1",1,1,0,0
"868","ENSDART00000102062","timp2b",1,0,0,0
"869","ENSDART00000065372","kcnj3b",-1,-1,0,0
"870","ENSDART00000043312","srsf5a",-1,-1,1,0
"871","ENSDART00000173060","rph3ab",-1,-1,1,1
"872","ENSDART00000114024","fam107b",1,1,1,0
"873","ENSDART00000149552","FP325120.1",-1,0,0,0
"874","ENSDART00000082983","clip2",1,1,1,1
"875","ENSDART00000165499","rps17",1,1,1,0
"876","ENSDART00000159693","NYAP1",-1,-1,0,0
"877","ENSDART00000121826","bean1",-1,-1,-1,0
"878","ENSDART00000026178","kif4",1,1,0,0
"879","ENSDART00000066778","acad11",1,1,0,0
"880","ENSDART00000114442","fndc5b",-1,-1,-1,0
"881","ENSDART00000083569","oaz2b",-1,-1,0,1
"882","ENSDART00000002932","marcksb",1,1,1,1
"883","ENSDART00000153925","fut9a",-1,-1,-1,0
"884","ENSDART00000090883","gpnmb",1,1,1,0
"885","ENSDART00000168419","rsu1",1,1,1,0
"886","ENSDART00000112671","bicd1a",-1,-1,0,0
"887","ENSDART00000045842","rcan3",-1,-1,-1,0
"888","ENSDART00000122238","tyr",1,0,0,0
"889","ENSDART00000090771","cyth1a",1,1,1,0
"890","ENSDART00000154253","VAMP1 (1 of many)",-1,-1,0,0
"891","ENSDART00000145275","si:dkey-147f3.8",1,1,1,0
"892","ENSDART00000131694","selenbp1",1,0,0,0
"893","ENSDART00000092013","tmtc1",-1,-1,-1,0
"894","ENSDART00000050847","GLDC",1,1,0,0
"895","ENSDART00000135238","dok2",1,0,0,0
"896","ENSDART00000139448","GALNTL6",-1,-1,0,0
"897","ENSDART00000152510","ccser2b",1,1,1,1
"898","ENSDART00000158515",NA,-1,0,-1,0
"899","ENSDART00000015629","stxbp1a",-1,0,0,0
"900","ENSDART00000134489","htr2cl1",-1,-1,-1,0
"901","ENSDART00000101037","nhp2",1,1,0,0
"902","ENSDART00000052620","npy",-1,-1,-1,0
"903","ENSDART00000091726","fam78ba",-1,0,0,0
"904","ENSDART00000161063","heatr1",1,1,0,0
"905","ENSDART00000165141","elavl4",1,1,1,0
"906","ENSDART00000067211","gpr37l1b",-1,-1,0,0
"907","ENSDART00000099607","slc6a17",-1,-1,0,0
"908","ENSDART00000126640","RHOBTB3",-1,-1,0,0
"909","ENSDART00000156019","phlpp1",-1,-1,0,0
"910","ENSDART00000074010","ubald1b",1,1,0,0
"911","ENSDART00000172892","CR769769.2",1,0,0,0
"912","ENSDART00000080712","slc43a3b",1,0,0,0
"913","ENSDART00000163597","CABZ01029366.1",-1,-1,0,0
"914","ENSDART00000164543","kalrna",1,1,1,1
"915","ENSDART00000169943","CABZ01084447.1",-1,-1,-1,-1
"916","ENSDART00000163006","magi1b",-1,-1,0,1
"917","ENSDART00000164989","si:ch211-121j5.4",-1,0,0,0
"918","ENSDART00000103076","arl8bb",1,1,1,0
"919","ENSDART00000164982","cdh4",-1,-1,0,1
"920","ENSDART00000106186","prex2",-1,-1,-1,-1
"921","ENSDART00000007778","grik1a",-1,0,-1,0
"922","ENSDART00000122898","phf21b",1,0,0,0
"923","ENSDART00000142654","BX324123.2",-1,-1,-1,-1
"924","ENSDART00000167468","prpsap1",1,0,0,0
"925","ENSDART00000132742","apoc1",1,0,0,0
"926","ENSDART00000143878","arhgef9a",-1,-1,-1,0
"927","ENSDART00000036997","camk2n1a",-1,-1,-1,0
"928","ENSDART00000087565","eva1a",-1,-1,-1,0
"929","ENSDART00000084355","zgc:165481",-1,-1,0,0
"930","ENSDART00000145775","mpp4a",-1,0,0,0
"931","ENSDART00000062931","abracl",1,1,1,0
"932","ENSDART00000007208","lrrc4bb",-1,-1,0,0
"933","ENSDART00000024208","nutf2l",1,1,0,0
"934","ENSDART00000148648","rps25",1,1,0,0
"935","ENSDART00000044371","tox",-1,-1,0,0
"936","ENSDART00000138527","rab20",1,1,0,0
"937","ENSDART00000064657","stx11a",1,0,0,0
"938","ENSDART00000091818","tulp4b",-1,0,0,1
"939","ENSDART00000163391","si:ch211-149k12.3",1,1,0,0
"940","ENSDART00000056686","mrc1b",1,1,0,0
"941","ENSDART00000106048","ctnnd1",1,1,1,0
"942","ENSDART00000139191","trpc1",-1,-1,0,0
"943","ENSDART00000148199","stxbp1a",-1,-1,0,0
"944","ENSDART00000100885","nrn1la",-1,0,-1,-1
"945","ENSDART00000147001","si:dkeyp-72h1.1",-1,-1,0,0
"946","ENSDART00000145095","celsr3",1,1,1,1
"947","ENSDART00000079341","plch1",-1,-1,-1,0
"948","ENSDART00000160116","racgap1",1,0,0,0
"949","ENSDART00000130601","CABZ01020840.1",1,0,0,0
"950","ENSDART00000109138","hbegfa",1,1,1,0
"951","ENSDART00000121913","kctd12b",-1,0,0,0
"952","ENSDART00000054987","actb1",1,1,1,0
"953","ENSDART00000112170","unm_hu7912",-1,-1,0,0
"954","ENSDART00000092051","CABZ01081780.1",-1,-1,-1,0
"955","ENSDART00000102455","gucy1a3",-1,-1,0,0
"956","ENSDART00000166591","utp20",1,1,1,0
"957","ENSDART00000084373","frmd4bb",1,1,1,0
"958","ENSDART00000056328","elovl4b",-1,0,0,0
"959","ENSDART00000063912","jun",1,1,1,0
"960","ENSDART00000087191","mark4a",-1,-1,0,0
"961","ENSDART00000149740","si:ch211-149b19.2",-1,-1,0,0
"962","ENSDART00000167306","ldb2b",-1,0,0,0
"963","ENSDART00000099690","fam129ab",1,1,1,0
